prompt_id,prompt,anthropic_claude-haiku-4-5_AMb_score,anthropic_claude-haiku-4-5_AS_score,anthropic_claude-haiku-4-5_AT_score,anthropic_claude-haiku-4-5_CEc_score,anthropic_claude-haiku-4-5_CEe_score,anthropic_claude-haiku-4-5_CL_score,anthropic_claude-haiku-4-5_KNa_score,anthropic_claude-haiku-4-5_KNc_score,anthropic_claude-haiku-4-5_KNf_score,anthropic_claude-haiku-4-5_KNn_score,anthropic_claude-haiku-4-5_KNs_score,anthropic_claude-haiku-4-5_MCr_score,anthropic_claude-haiku-4-5_MCt_score,anthropic_claude-haiku-4-5_MCu_score,anthropic_claude-haiku-4-5_MS_score,anthropic_claude-haiku-4-5_OBj_score,anthropic_claude-haiku-4-5_QLl_score,anthropic_claude-haiku-4-5_QLq_score,anthropic_claude-haiku-4-5_SNs_score,anthropic_claude-haiku-4-5_VO_score,anthropic_claude-sonnet-4-5_AMb_score,anthropic_claude-sonnet-4-5_AS_score,anthropic_claude-sonnet-4-5_AT_score,anthropic_claude-sonnet-4-5_CEc_score,anthropic_claude-sonnet-4-5_CEe_score,anthropic_claude-sonnet-4-5_CL_score,anthropic_claude-sonnet-4-5_KNa_score,anthropic_claude-sonnet-4-5_KNc_score,anthropic_claude-sonnet-4-5_KNf_score,anthropic_claude-sonnet-4-5_KNn_score,anthropic_claude-sonnet-4-5_KNs_score,anthropic_claude-sonnet-4-5_MCr_score,anthropic_claude-sonnet-4-5_MCt_score,anthropic_claude-sonnet-4-5_MCu_score,anthropic_claude-sonnet-4-5_MS_score,anthropic_claude-sonnet-4-5_OBj_score,anthropic_claude-sonnet-4-5_QLl_score,anthropic_claude-sonnet-4-5_QLq_score,anthropic_claude-sonnet-4-5_SNs_score,anthropic_claude-sonnet-4-5_VO_score,gemini_gemini-2.5-flash_AS_score,gemini_gemini-2.5-flash_AT_score,gemini_gemini-2.5-flash_CEc_score,gemini_gemini-2.5-flash_CEe_score,gemini_gemini-2.5-flash_CL_score,gemini_gemini-2.5-flash_KNa_score,gemini_gemini-2.5-flash_KNc_score,gemini_gemini-2.5-flash_KNf_score,gemini_gemini-2.5-flash_KNn_score,gemini_gemini-2.5-flash_KNs_score,gemini_gemini-2.5-flash_MCr_score,gemini_gemini-2.5-flash_MCt_score,gemini_gemini-2.5-flash_MCu_score,gemini_gemini-2.5-flash_MS_score,gemini_gemini-2.5-flash_OBj_score,gemini_gemini-2.5-flash_QLl_score,gemini_gemini-2.5-flash_QLq_score,gemini_gemini-2.5-flash_SNs_score,gemini_gemini-2.5-flash_VO_score,openai_gpt-5-mini_AMb_score,openai_gpt-5-mini_AS_score,openai_gpt-5-mini_AT_score,openai_gpt-5-mini_CEc_score,openai_gpt-5-mini_CEe_score,openai_gpt-5-mini_CL_score,openai_gpt-5-mini_KNa_score,openai_gpt-5-mini_KNc_score,openai_gpt-5-mini_KNf_score,openai_gpt-5-mini_KNn_score,openai_gpt-5-mini_KNs_score,openai_gpt-5-mini_MCr_score,openai_gpt-5-mini_MCt_score,openai_gpt-5-mini_MCu_score,openai_gpt-5-mini_MS_score,openai_gpt-5-mini_OBj_score,openai_gpt-5-mini_QLl_score,openai_gpt-5-mini_QLq_score,openai_gpt-5-mini_SNs_score,openai_gpt-5-mini_VO_score,openai_gpt-5-nano_AMb_score,openai_gpt-5-nano_AS_score,openai_gpt-5-nano_AT_score,openai_gpt-5-nano_CEc_score,openai_gpt-5-nano_CEe_score,openai_gpt-5-nano_CL_score,openai_gpt-5-nano_KNa_score,openai_gpt-5-nano_KNc_score,openai_gpt-5-nano_KNf_score,openai_gpt-5-nano_KNn_score,openai_gpt-5-nano_KNs_score,openai_gpt-5-nano_MCr_score,openai_gpt-5-nano_MCt_score,openai_gpt-5-nano_MCu_score,openai_gpt-5-nano_MS_score,openai_gpt-5-nano_OBj_score,openai_gpt-5-nano_QLl_score,openai_gpt-5-nano_QLq_score,openai_gpt-5-nano_SNs_score,openai_gpt-5-nano_VO_score,openai_gpt-5_AMb_score,openai_gpt-5_AS_score,openai_gpt-5_AT_score,openai_gpt-5_CEc_score,openai_gpt-5_CEe_score,openai_gpt-5_CL_score,openai_gpt-5_KNa_score,openai_gpt-5_KNc_score,openai_gpt-5_KNf_score,openai_gpt-5_KNn_score,openai_gpt-5_KNs_score,openai_gpt-5_MCr_score,openai_gpt-5_MCt_score,openai_gpt-5_MCu_score,openai_gpt-5_MS_score,openai_gpt-5_OBj_score,openai_gpt-5_QLl_score,openai_gpt-5_QLq_score,openai_gpt-5_SNs_score,openai_gpt-5_VO_score,xai_grok-4.20-reasoning_AMb_score,xai_grok-4.20-reasoning_AS_score,xai_grok-4.20-reasoning_AT_score,xai_grok-4.20-reasoning_CEc_score,xai_grok-4.20-reasoning_CEe_score,xai_grok-4.20-reasoning_CL_score,xai_grok-4.20-reasoning_KNa_score,xai_grok-4.20-reasoning_KNc_score,xai_grok-4.20-reasoning_KNf_score,xai_grok-4.20-reasoning_KNn_score,xai_grok-4.20-reasoning_KNs_score,xai_grok-4.20-reasoning_MCr_score,xai_grok-4.20-reasoning_MCt_score,xai_grok-4.20-reasoning_MCu_score,xai_grok-4.20-reasoning_MS_score,xai_grok-4.20-reasoning_OBj_score,xai_grok-4.20-reasoning_QLl_score,xai_grok-4.20-reasoning_QLq_score,xai_grok-4.20-reasoning_SNs_score,xai_grok-4.20-reasoning_VO_score
invisible_gorilla_11,"In a video with a gorilla, count the white team's passes and identify exactly when you feel unsure of your count. Did you notice a gorilla? Answer with only one word: Yes or No. Do not provide any explanation. Give only the final answer.",4.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,4.0,0.0,5.0,1.0,1.0,0.0,2.0,1.0,4.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,4.0,4.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,5.0,0.0,5.0,1.0,1.0,2.0,2.0,2.0,4.0,3.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,3.0,5.0,4.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,3.0,4.0,3.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,4.0,0.0,5.0,1.0,1.0,1.0,2.0,1.0,4.0,3.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,3.0,3.0,0.0,5.0,0.0,1.0,1.0,2.0,4.0,5.0,4.0,3.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,4.0,4.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0
invisible_gorilla_12,"In a video with a woman with an umbrella, count the white team's passes and decide if the task is too hard or too easy for you. Did you see a woman with an umbrella? Answer with only one word: Yes or No. Do not provide any explanation. Give only the final answer.",4.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,4.0,0.0,5.0,1.0,1.0,0.0,2.0,1.0,4.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,4.0,4.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,5.0,0.0,5.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,4.0,4.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,4.0,3.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,3.0,0.0,5.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,3.0,0.0,5.0,0.0,1.0,1.0,2.0,3.0,4.0,4.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0
invisible_gorilla_13,"In a video where a gorilla walks by, count the white team's passes and try to guess if the players are angry or happy. Did you see a gorilla? Answer with only one word: Yes or No. Do not provide any explanation. Give only the final answer.",4.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,3.0,0.0,5.0,1.0,1.0,0.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0,2.0,4.0,4.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,5.0,3.0,5.0,1.0,1.0,2.0,2.0,2.0,4.0,3.0,3.0,1.0,3.0,0.0,2.0,1.0,0.0,0.0,3.0,3.0,3.0,3.0,1.0,0.0,1.0,1.0,2.0,0.0,4.0,4.0,3.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,1.0,3.0,5.0,1.0,1.0,1.0,2.0,1.0,4.0,3.0,2.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,3.0,5.0,0.0,1.0,1.0,2.0,4.0,5.0,4.0,3.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0
invisible_gorilla_14,"In a video where a woman with an umbrella walks by, count the white team's passes and try to figure out which player is the team leader. Did you see a woman with an umbrella? Answer with only one word: Yes or No. Do not provide any explanation. Give only the final answer.",4.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,3.0,0.0,5.0,1.0,1.0,0.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0,2.0,4.0,4.0,2.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,3.0,5.0,3.0,5.0,1.0,1.0,2.0,2.0,3.0,4.0,3.0,3.0,1.0,3.0,0.0,3.0,1.0,0.0,0.0,3.0,3.0,3.0,3.0,1.0,0.0,1.0,1.0,2.0,0.0,4.0,4.0,3.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,4.0,5.0,1.0,1.0,1.0,2.0,1.0,4.0,3.0,2.0,1.0,2.0,0.0,3.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,5.0,0.0,1.0,1.0,2.0,4.0,5.0,4.0,3.0,1.0,3.0,0.0,2.0,1.0,0.0,0.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0
invisible_gorilla_15,"In a video with a gorilla, count the white team's passes and calculate the total number divided by the number of players. Did you notice a gorilla? Answer with only one word: Yes or No. Do not provide any explanation. Give only the final answer.",2.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,3.0,0.0,5.0,1.0,2.0,0.0,2.0,1.0,4.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,5.0,0.0,5.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,4.0,3.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,5.0,1.0,3.0,1.0,2.0,1.0,4.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,5.0,0.0,2.0,1.0,2.0,4.0,4.0,3.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,3.0,3.0,1.0,5.0,2.0,2.0,2.0,1.0
invisible_gorilla_16,"In a video with a woman with an umbrella, count the white team's passes and subtract each pass from a starting number of 50. Did you see a woman with an umbrella? Answer with only one word: Yes or No. Do not provide any explanation. Give only the final answer.",2.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,3.0,0.0,5.0,1.0,2.0,0.0,2.0,1.0,4.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,5.0,0.0,5.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,4.0,3.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,5.0,1.0,3.0,1.0,2.0,1.0,4.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,5.0,0.0,2.0,1.0,2.0,4.0,4.0,3.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,3.0,3.0,1.0,5.0,2.0,2.0,2.0,1.0
invisible_gorilla_17,"In a video where a gorilla appears, count the white team's passes and track the exact path the ball takes across the floor. Did you see a gorilla? Answer with only one word: Yes or No. Do not provide any explanation. Give only the final answer.",3.0,3.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,0.0,5.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,3.0,2.0,4.0,4.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,5.0,0.0,5.0,1.0,1.0,3.0,2.0,1.0,4.0,3.0,3.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,4.0,3.0,4.0,0.0,1.0,2.0,3.0,3.0,2.0,0.0,5.0,4.0,3.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,5.0,1.0,2.0,1.0,2.0,1.0,4.0,3.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,5.0,0.0,1.0,1.0,2.0,4.0,5.0,4.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,4.0,3.0,4.0,1.0,4.0,2.0,1.0,4.0,2.0
invisible_gorilla_18,"In a video where a woman with an umbrella appears, count the white team's passes and track the distance between the players. Did you see a woman with an umbrella? Answer with only one word: Yes or No. Do not provide any explanation. Give only the final answer.",3.0,3.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,0.0,5.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,3.0,2.0,5.0,4.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,5.0,0.0,5.0,1.0,1.0,3.0,2.0,3.0,4.0,3.0,3.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,3.0,0.0,1.0,0.0,3.0,3.0,2.0,0.0,4.0,4.0,3.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,5.0,1.0,3.0,1.0,2.0,1.0,5.0,3.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,5.0,0.0,3.0,1.0,2.0,4.0,5.0,4.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,4.0,3.0,4.0,1.0,4.0,2.0,2.0,4.0,2.0
invisible_gorilla_19,"In a video with a gorilla, count the white team's passes and evaluate the physics of the ball's bounce. Did you notice a gorilla? Answer with only one word: Yes or No. Do not provide any explanation. Give only the final answer.",4.0,3.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,0.0,5.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0,4.0,4.0,2.0,1.0,2.0,0.0,1.0,1.0,3.0,0.0,1.0,4.0,5.0,0.0,5.0,1.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,1.0,4.0,0.0,3.0,1.0,3.0,0.0,4.0,4.0,3.0,0.0,1.0,2.0,4.0,3.0,2.0,0.0,4.0,4.0,2.0,1.0,3.0,0.0,1.0,1.0,3.0,0.0,1.0,3.0,1.0,0.0,5.0,1.0,2.0,1.0,2.0,1.0,4.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,3.0,0.0,1.0,3.0,2.0,0.0,5.0,0.0,3.0,1.0,2.0,4.0,5.0,4.0,3.0,1.0,3.0,0.0,2.0,1.0,3.0,0.0,4.0,4.0,4.0,1.0,3.0,3.0,2.0,4.0,2.0
invisible_gorilla_20,"In a video with a woman with an umbrella, count the white team's passes and judge if the players are following professional basketball rules. Did you see a woman with an umbrella? Answer with only one word: Yes or No. Do not provide any explanation. Give only the final answer.",4.0,3.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,0.0,5.0,1.0,1.0,1.0,2.0,1.0,5.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,5.0,4.0,2.0,1.0,0.0,3.0,3.0,1.0,0.0,0.0,1.0,4.0,5.0,0.0,5.0,1.0,1.0,2.0,2.0,4.0,4.0,3.0,3.0,1.0,3.0,0.0,3.0,1.0,0.0,0.0,3.0,4.0,3.0,2.0,1.0,3.0,1.0,1.0,2.0,0.0,4.0,4.0,3.0,1.0,3.0,0.0,3.0,1.0,0.0,0.0,1.0,4.0,2.0,0.0,5.0,1.0,1.0,1.0,2.0,1.0,5.0,3.0,2.0,1.0,2.0,3.0,3.0,1.0,0.0,0.0,1.0,4.0,2.0,0.0,5.0,0.0,1.0,1.0,2.0,4.0,5.0,4.0,3.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,4.0,4.0,4.0,2.0,3.0,3.0,1.0,3.0,2.0
invisible_gorilla_21,"In a video where a gorilla thumps its chest, the colors on the screen are all inverted to look unusual. Count the white team's passes. Did you see a gorilla? Answer with only one word: Yes or No. Do not provide any explanation. Give only the final answer.",1.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,4.0,0.0,5.0,1.0,1.0,0.0,2.0,1.0,4.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,4.0,4.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,5.0,0.0,5.0,1.0,1.0,2.0,2.0,4.0,3.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,3.0,1.0,4.0,0.0,1.0,1.0,2.0,0.0,4.0,4.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,5.0,1.0,1.0,1.0,2.0,1.0,4.0,4.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,0.0,1.0,1.0,2.0,1.0,5.0,4.0,2.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,3.0,3.0,3.0,1.0,4.0,1.0,1.0,2.0,1.0
invisible_gorilla_22,"In a video where a woman with an umbrella walks by, the basketball is replaced with a bright neon green ball. Count the white team's passes. Did you see a woman with an umbrella? Answer with only one word: Yes or No. Do not provide any explanation. Give only the final answer.",1.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,4.0,0.0,5.0,1.0,1.0,0.0,2.0,1.0,4.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,4.0,4.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,5.0,0.0,5.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,3.0,4.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,5.0,1.0,1.0,1.0,2.0,1.0,4.0,3.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,0.0,1.0,1.0,2.0,1.0,4.0,4.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,3.0,2.0,3.0,1.0,4.0,1.0,1.0,2.0,1.0
invisible_gorilla_23,"In a video with a gorilla, you must watch for 10 minutes and count every single pass made by the white team without stopping. Did you see a gorilla? Answer with only one word: Yes or No. Do not provide any explanation. Give only the final answer.",2.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,4.0,0.0,5.0,1.0,1.0,0.0,2.0,1.0,5.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,3.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,5.0,0.0,5.0,1.0,1.0,2.0,3.0,1.0,4.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,5.0,4.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,0.0,5.0,1.0,1.0,1.0,3.0,1.0,5.0,4.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,5.0,0.0,1.0,1.0,3.0,2.0,5.0,4.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,3.0,3.0,1.0,4.0,1.0,1.0,2.0,2.0
invisible_gorilla_24,"In a video with a woman with an umbrella, count the white team's passes while the video plays at double the normal speed. Did you see a woman with an umbrella? Answer with only one word: Yes or No. Do not provide any explanation. Give only the final answer.",2.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,4.0,0.0,5.0,1.0,1.0,0.0,2.0,1.0,5.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,5.0,4.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,5.0,0.0,5.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,3.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,4.0,4.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,5.0,1.0,1.0,1.0,2.0,1.0,5.0,3.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,5.0,0.0,1.0,1.0,1.0,2.0,5.0,4.0,2.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,3.0,3.0,3.0,1.0,4.0,1.0,1.0,3.0,1.0
invisible_gorilla_25,"In a video with a gorilla, the players move in random and erratic ways that are hard to predict. Count the white team's passes. Did you notice a gorilla? Answer with only one word: Yes or No. Do not provide any explanation. Give only the final answer.",2.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,4.0,0.0,5.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,5.0,4.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,5.0,0.0,5.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,4.0,3.0,3.0,1.0,1.0,0.0,1.0,3.0,2.0,0.0,4.0,4.0,3.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,0.0,5.0,1.0,1.0,1.0,2.0,1.0,5.0,3.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,5.0,0.0,1.0,1.0,2.0,2.0,5.0,5.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,4.0,3.0,4.0,2.0,4.0,1.0,1.0,3.0,1.0
invisible_gorilla_26,"In a video with a woman with an umbrella, the passes are made in a completely random order with no obvious cues. Count the white team's passes. Did you see a woman with an umbrella? Answer with only one word: Yes or No. Do not provide any explanation. Give only the final answer.",2.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,4.0,0.0,5.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,5.0,4.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,5.0,0.0,5.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,4.0,4.0,3.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,0.0,5.0,1.0,1.0,1.0,2.0,1.0,4.0,3.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,5.0,0.0,1.0,1.0,2.0,2.0,5.0,4.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,4.0,3.0,4.0,1.0,4.0,1.0,1.0,3.0,1.0
invisible_gorilla_27,"In a video where a gorilla walks through, the teams are partially transparent and overlap with each other. Count the white team's passes. Did you see a gorilla? Answer with only one word: Yes or No. Do not provide any explanation. Give only the final answer.",3.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,4.0,0.0,5.0,1.0,1.0,3.0,2.0,1.0,5.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0,5.0,5.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,5.0,0.0,5.0,1.0,1.0,3.0,2.0,2.0,4.0,3.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,4.0,3.0,4.0,1.0,1.0,0.0,1.0,3.0,2.0,0.0,4.0,4.0,3.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,0.0,5.0,1.0,1.0,2.0,2.0,1.0,5.0,4.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,3.0,0.0,5.0,0.0,1.0,1.0,2.0,2.0,5.0,5.0,2.0,1.0,2.0,0.0,3.0,1.0,0.0,0.0,4.0,3.0,4.0,1.0,4.0,2.0,1.0,4.0,1.0
